CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
0,1,624,604,0
23,2,488,468,0
46,3,231,211,0
69,4,337,317,0
92,5,222,202,0
115,6,130,110,0
138,7,317,297,0
161,8,439,419,0
184,9,942,922,0
207,1,604,584,0
230,2,468,448,0
253,3,211,191,0
276,4,317,297,0
299,5,202,182,0
322,6,110,90,0
345,7,297,277,0
368,8,419,399,0
391,9,922,902,0
414,1,584,564,0
437,2,448,428,0
460,3,191,171,0
483,4,297,277,0
506,5,182,162,0
529,6,90,70,0
552,7,277,257,0
575,8,399,379,0
598,9,902,882,0
621,1,564,544,0
644,2,428,408,0
667,3,171,151,0
690,4,277,257,0
713,5,162,142,0
736,6,70,50,0
759,7,257,237,0
782,8,379,359,0
805,9,882,862,0
828,1,544,524,0
851,2,408,388,0
874,3,151,131,0
897,4,257,237,0
920,5,142,122,0
943,6,50,30,0
966,7,237,217,0
989,8,359,339,0
1012,9,862,842,0
1035,1,524,504,0
1058,2,388,368,0
1081,3,131,111,0
1104,4,237,217,0
1127,5,122,102,0
1150,6,30,10,0
1173,7,217,197,0
1196,8,339,319,0
1219,9,842,822,0
1242,1,504,484,0
1265,2,368,348,0
1288,3,111,91,0
1311,4,217,197,0
1334,5,102,82,0
1357,6,10,0,1367
1370,7,197,177,0
1393,8,319,299,0
1416,9,822,802,0
1439,1,484,464,0
1462,2,348,328,0
1485,3,91,71,0
1508,4,197,177,0
1531,5,82,62,0
1554,7,177,157,0
1577,8,299,279,0
1600,9,802,782,0
1623,1,464,444,0
1646,2,328,308,0
1669,3,71,51,0
1692,4,177,157,0
1715,5,62,42,0
1738,7,157,137,0
1761,8,279,259,0
1784,9,782,762,0
1807,1,444,424,0
1830,2,308,288,0
1853,3,51,31,0
1876,4,157,137,0
1899,5,42,22,0
1922,7,137,117,0
1945,8,259,239,0
1968,9,762,742,0
1991,1,424,404,0
2014,2,288,268,0
2037,3,31,11,0
2060,4,137,117,0
2083,5,22,2,0
2106,7,117,97,0
2129,8,239,219,0
2152,9,742,722,0
2175,1,404,384,0
2198,2,268,248,0
2221,3,11,0,2232
2235,4,117,97,0
2258,5,2,0,2260
2263,7,97,77,0
2286,8,219,199,0
2309,9,722,702,0
2332,1,384,364,0
2355,2,248,228,0
2378,4,97,77,0
2401,7,77,57,0
2424,8,199,179,0
2447,9,702,682,0
2470,1,364,344,0
2493,2,228,208,0
2516,4,77,57,0
2539,7,57,37,0
2562,8,179,159,0
2585,9,682,662,0
2608,1,344,324,0
2631,2,208,188,0
2654,4,57,37,0
2677,7,37,17,0
2700,8,159,139,0
2723,9,662,642,0
2746,1,324,304,0
2769,2,188,168,0
2792,4,37,17,0
2815,7,17,0,2832
2835,8,139,119,0
2858,9,642,622,0
2881,1,304,284,0
2904,2,168,148,0
2927,4,17,0,2944
2947,8,119,99,0
2970,9,622,602,0
2993,1,284,264,0
3016,2,148,128,0
3039,8,99,79,0
3062,9,602,582,0
3085,1,264,244,0
3108,2,128,108,0
3131,8,79,59,0
3154,9,582,562,0
3177,1,244,224,0
3200,2,108,88,0
3223,8,59,39,0
3246,9,562,542,0
3269,1,224,204,0
3292,2,88,68,0
3315,8,39,19,0
3338,9,542,522,0
3361,1,204,184,0
3384,2,68,48,0
3407,8,19,0,3426
3429,9,522,502,0
3452,1,184,164,0
3475,2,48,28,0
3498,9,502,482,0
3521,1,164,144,0
3544,2,28,8,0
3567,9,482,462,0
3590,1,144,124,0
3613,2,8,0,3621
3624,9,462,442,0
3647,1,124,104,0
3670,9,442,422,0
3693,1,104,84,0
3716,9,422,402,0
3739,1,84,64,0
3762,9,402,382,0
3785,1,64,44,0
3808,9,382,362,0
3831,1,44,24,0
3854,9,362,342,0
3877,1,24,4,0
3900,9,342,322,0
3923,1,4,0,3927
3930,9,322,302,0
3953,9,302,282,0
3976,9,282,262,0
3999,9,262,242,0
4022,9,242,222,0
4045,9,222,202,0
4068,9,202,182,0
4091,9,182,162,0
4114,9,162,142,0
4137,9,142,122,0
4160,9,122,102,0
4183,9,102,82,0
4206,9,82,62,0
4229,9,62,42,0
4252,9,42,22,0
4275,9,22,2,0
4298,9,2,0,4300
